일자,현재가
2010/09/08,527.1
2010/09/09,521.8
2010/09/10,519.85
2010/09/13,529.8
2010/09/14,553.8
2010/09/15,559.6
2010/09/16,549.35
2010/09/17,545.7
2010/09/20,541.85
2010/09/21,530.05
2010/09/22,541.9
2010/09/23,556.85
2010/09/24,560.5
2010/09/27,552.2
2010/09/28,560.45
2010/09/29,567.3
2010/09/30,571.95
2010/10/01,573
2010/10/04,560
2010/10/05,578.2
2010/10/06,589.65
2010/10/07,587.1
2010/10/08,587.6
2010/10/11,588.75
2010/10/12,580.65
2010/10/13,593.65
2010/10/14,601.55
2010/10/15,589.2
2010/10/18,588.1
2010/10/19,578.45
2010/10/20,590.65
2010/10/21,586.3
2010/10/22,591.1
2010/10/25,608.8
2010/10/26,625.45
2010/10/27,619.15
2010/10/28,629.45
2010/10/29,645.1
2010/11/01,648.7
2010/11/02,645.45
2010/11/03,642.7
2010/11/04,674.75
2010/11/05,685.4
2010/11/08,710.9
2010/11/09,742.65
2010/11/10,696.75
2010/11/11,704.15
2010/11/12,673.65
2010/11/15,681.3
2010/11/16,645.9
2010/11/17,654.85
2010/11/18,695.5
2010/11/19,703.7
2010/11/22,684.7
2010/11/23,691.1
2010/11/24,695.4
2010/11/25,701.5
2010/11/26,676.5
2010/11/29,693
2010/11/30,700.95
2010/12/01,730.75
2010/12/02,762.3
2010/12/03,768.85
2010/12/06,750.15
2010/12/07,738.7
2010/12/08,728.95
2010/12/09,741.6
2010/12/10,732.7
2010/12/13,752.45
2010/12/14,768.2
2010/12/15,752.65
2010/12/16,742.55
2010/12/17,738.6
2010/12/20,744.75
2010/12/21,753.05
2010/12/22,755.15
2010/12/23,758.1
2010/12/27,767.1
2010/12/28,787.2
2010/12/29,793.4
2010/12/30,786.2
2011/01/03,794.3
2011/01/04,772
2011/01/05,775.15
2011/01/06,762.9
2011/01/07,755.95
2011/01/10,749.65
2011/01/11,783.75
2011/01/12,806.75
2011/01/13,813.45
2011/01/14,790.5
2011/01/17,792.1
2011/01/18,810.45
2011/01/19,819.75
2011/01/20,815.85
2011/01/21,816.75
2011/01/24,816.55
2011/01/25,784.75
2011/01/26,804.6
2011/01/27,813.5
2011/01/28,817
2011/01/31,820.1
2011/02/01,823.55
2011/02/02,810.55
2011/02/03,820.55
2011/02/04,816.45
2011/02/07,819.05
2011/02/08,838.45
2011/02/09,826.45
2011/02/10,820.9
2011/02/11,814.7
2011/02/14,832.6
2011/02/16,838.35
2011/02/17,843
2011/02/18,857.7
2011/02/21,857.85
2011/02/22,805.7
2011/02/23,774.55
2011/02/24,777.75
2011/02/25,785.45
2011/02/28,797.65
2011/03/01,814.35
2011/03/02,820.4
2011/03/03,812.6
2011/03/04,809.8
2011/03/07,790.1
2011/03/08,786.7
2011/03/09,781.65
2011/03/10,766.4
2011/03/11,765.5
2011/03/14,748.2
2011/03/15,704.9
2011/03/16,705.05
2011/03/17,716.8
2011/03/18,731.2
2011/03/21,742.3
2011/03/22,737.85
2011/03/23,749.3
2011/03/24,752.25
2011/03/25,750.4
2011/03/28,745.7
2011/03/29,752.95
2011/03/30,758.1
2011/03/31,767.9
2011/04/01,782.2
2011/04/04,784.4
2011/04/05,789.8
2011/04/06,784.6
2011/04/07,780.25
2011/04/08,794.2
2011/04/11,788.25
2011/04/12,770.1
2011/04/13,765.3
2011/04/14,774.25
2011/04/15,768.1
2011/04/18,739.1
2011/04/19,731.1
2011/04/20,758.9
2011/04/21,769.05
2011/04/25,760.8
2011/04/26,755.7
2011/04/27,758.1
2011/04/28,775.3
2011/04/29,792.15
2011/05/02,784.1
2011/05/03,782.4
2011/05/04,746.7
2011/05/05,710.8
2011/05/06,716.3
2011/05/09,729
2011/05/10,732.65
2011/05/11,715.4
2011/05/12,716.85
2011/05/13,706.45
2011/05/16,713.5
2011/05/17,714.25
2011/05/18,737.2
2011/05/19,728.15
2011/05/20,735.5
2011/05/23,731.8
2011/05/24,735.25
2011/05/25,747.35
2011/05/26,757.2
2011/05/27,759.9
2011/05/30,759.5
2011/05/31,778.95
2011/06/01,777.45
2011/06/02,768.4
2011/06/03,783.25
2011/06/06,797.05
2011/06/07,809.5
2011/06/08,805.7
2011/06/09,818.1
2011/06/10,817.3
2011/06/13,800.35
2011/06/14,792.75
2011/06/15,776
2011/06/16,763.5
2011/06/17,745.4
2011/06/20,748.2
2011/06/21,767.25
2011/06/22,770.65
2011/06/23,743.35
2011/06/24,731.5
2011/06/27,724.6
2011/06/28,735.15
2011/06/29,751.9
2011/06/30,755.5
2011/07/01,756.5
2011/07/04,759.55
2011/07/05,775.65
2011/07/06,773.2
2011/07/07,786.55
2011/07/08,778.95
2011/07/11,767.45
2011/07/12,767.45
2011/07/13,784
2011/07/14,783.35
2011/07/15,780.65
2011/07/18,794.6
2011/07/19,798.3
2011/07/20,793.65
2011/07/21,809
2011/07/22,806.4
2011/07/25,809
2011/07/26,836.1
2011/07/27,833.2
2011/07/28,828.1
2011/07/29,827.7
2011/08/01,829.5
2011/08/02,826.9
2011/08/03,795.1
2011/08/04,752.95
2011/08/05,741.75
2011/08/08,728.5
2011/08/09,734.55
2011/08/10,726.8
2011/08/11,733.8
2011/08/12,748.2
2011/08/15,746.35
2011/08/16,756.5
2011/08/17,775.9
2011/08/18,757
2011/08/19,748.8
2011/08/22,765.1
2011/08/23,764.4
2011/08/24,743.15
2011/08/25,751.15
